oblast;raion;hromada;level;started_at;finished_at
Cherkaska oblast;;;oblast;16.09.2022 16:03;16.09.2022 16:15
Poltavska oblast;;;oblast;16.09.2022 16:03;16.09.2022 16:15
Kirovohradska oblast;;;oblast;16.09.2022 16:03;16.09.2022 16:15
Donetska oblast;;;oblast;16.09.2022 16:04;16.09.2022 16:15
Sumska oblast;;;oblast;16.09.2022 16:05;16.09.2022 16:05
Sumska oblast;;;oblast;16.09.2022 16:06;16.09.2022 16:25
Zaporizka oblast;;;oblast;16.09.2022 16:06;16.09.2022 16:17
Dnipropetrovska oblast;;;oblast;16.09.2022 16:06;16.09.2022 16:16
Donetska oblast;;;oblast;16.09.2022 17:41;16.09.2022 17:48
Poltavska oblast;;;oblast;16.09.2022 17:42;16.09.2022 17:48
Zaporizka oblast;;;oblast;16.09.2022 17:43;16.09.2022 17:52
Kharkivska oblast;;;oblast;16.09.2022 17:43;16.09.2022 17:47
Dnipropetrovska oblast;;;oblast;16.09.2022 17:43;16.09.2022 17:48
Sumska oblast;;;oblast;16.09.2022 17:44;16.09.2022 17:56
Dnipropetrovska oblast;;;oblast;16.09.2022 19:08;16.09.2022 19:26
Zaporizka oblast;;;oblast;16.09.2022 19:09;16.09.2022 19:27
Kharkivska oblast;;;oblast;16.09.2022 20:03;16.09.2022 20:09
Zaporizka oblast;;;oblast;16.09.2022 20:18;16.09.2022 20:25
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;16.09.2022 22:19;17.09.2022 7:14
Dnipropetrovska oblast;;;oblast;16.09.2022 23:04;16.09.2022 23:26
Zaporizka oblast;;;oblast;16.09.2022 23:04;16.09.2022 23:30
Kyiv;;;oblast;16.09.2022 23:10;16.09.2022 23:35
Cherkaska oblast;;;oblast;16.09.2022 23:11;16.09.2022 23:36
Chernihivska oblast;;;oblast;16.09.2022 23:11;16.09.2022 23:36
Kirovohradska oblast;;;oblast;16.09.2022 23:11;16.09.2022 23:36
Zhytomyrska oblast;;;oblast;16.09.2022 23:11;16.09.2022 23:36
Kyivska oblast;;;oblast;16.09.2022 23:12;16.09.2022 23:36
Vinnytska oblast;;;oblast;16.09.2022 23:12;16.09.2022 23:37
Kharkivska oblast;;;oblast;16.09.2022 23:30;16.09.2022 23:43
Khersonska oblast;;;oblast;16.09.2022 23:59;17.09.2022 0:17
Odeska oblast;;;oblast;16.09.2022 23:59;17.09.2022 0:18
Mykolaivska oblast;;;oblast;16.09.2022 23:59;17.09.2022 0:17
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;17.09.2022 0:01;17.09.2022 0:21
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;17.09.2022 0:01;17.09.2022 0:19
Mykolaivska oblast;;;oblast;17.09.2022 1:14;17.09.2022 1:41
Poltavska oblast;;;oblast;17.09.2022 1:53;17.09.2022 2:28
Dnipropetrovska oblast;;;oblast;17.09.2022 1:53;17.09.2022 2:27
Kharkivska oblast;;;oblast;17.09.2022 1:54;17.09.2022 2:29
Sumska oblast;;;oblast;17.09.2022 1:55;17.09.2022 2:35
Khersonska oblast;;;oblast;17.09.2022 1:57;17.09.2022 2:28
Mykolaivska oblast;;;oblast;17.09.2022 1:57;17.09.2022 2:28
Kirovohradska oblast;;;oblast;17.09.2022 1:57;17.09.2022 2:28
Zaporizka oblast;;;oblast;17.09.2022 1:58;17.09.2022 2:29
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;17.09.2022 1:59;17.09.2022 2:29
Kharkivska oblast;;;oblast;17.09.2022 2:51;17.09.2022 3:09
Zaporizka oblast;;;oblast;17.09.2022 9:43;17.09.2022 10:17
Poltavska oblast;;;oblast;17.09.2022 9:44;17.09.2022 10:17
Kirovohradska oblast;;;oblast;17.09.2022 9:44;17.09.2022 10:17
Dnipropetrovska oblast;;;oblast;17.09.2022 9:44;17.09.2022 10:17
Kharkivska oblast;;;oblast;17.09.2022 9:44;17.09.2022 10:18
Donetska oblast;;;oblast;17.09.2022 11:31;17.09.2022 12:40
Zaporizka oblast;;;oblast;17.09.2022 11:50;17.09.2022 12:03
Poltavska oblast;;;oblast;17.09.2022 12:05;17.09.2022 12:39
Dnipropetrovska oblast;;;oblast;17.09.2022 12:05;17.09.2022 12:38
Kharkivska oblast;;;oblast;17.09.2022 12:05;17.09.2022 12:38
Zaporizka oblast;;;oblast;17.09.2022 12:06;17.09.2022 12:39
Zaporizka oblast;;;oblast;17.09.2022 12:50;17.09.2022 13:06
Zaporizka oblast;;;oblast;17.09.2022 14:18;17.09.2022 15:48
Dnipropetrovska oblast;;;oblast;17.09.2022 14:18;17.09.2022 15:48
Kharkivska oblast;;;oblast;17.09.2022 14:18;17.09.2022 15:46
Cherkaska oblast;;;oblast;17.09.2022 14:19;17.09.2022 15:39
Poltavska oblast;;;oblast;17.09.2022 14:19;17.09.2022 15:47
Kirovohradska oblast;;;oblast;17.09.2022 14:19;17.09.2022 15:39
Donetska oblast;;;oblast;17.09.2022 14:20;17.09.2022 15:48
Sumska oblast;;;oblast;17.09.2022 14:21;17.09.2022 15:51
Khersonska oblast;;;oblast;17.09.2022 14:25;17.09.2022 15:39
Mykolaivska oblast;;;oblast;17.09.2022 14:28;17.09.2022 15:45
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;17.09.2022 14:30;17.09.2022 15:40
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;17.09.2022 14:45;17.09.2022 15:36
Odeska oblast;;;oblast;17.09.2022 14:48;17.09.2022 15:37
Vinnytska oblast;;;oblast;17.09.2022 15:04;17.09.2022 15:37
Zaporizka oblast;;;oblast;17.09.2022 17:43;17.09.2022 17:54
Dnipropetrovska oblast;;;oblast;17.09.2022 17:44;17.09.2022 17:54
Poltavska oblast;;;oblast;17.09.2022 20:53;17.09.2022 21:17
Zaporizka oblast;;;oblast;17.09.2022 20:53;17.09.2022 21:17
Dnipropetrovska oblast;;;oblast;17.09.2022 20:54;17.09.2022 21:17
Kharkivska oblast;;;oblast;17.09.2022 20:54;17.09.2022 21:17
Sumska oblast;;;oblast;17.09.2022 20:55;17.09.2022 21:21
Donetska oblast;;;oblast;17.09.2022 20:56;17.09.2022 21:18
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;17.09.2022 22:31;18.09.2022 7:23
Dnipropetrovska oblast;;;oblast;17.09.2022 23:44;18.09.2022 0:11
Kharkivska oblast;;;oblast;17.09.2022 23:52;18.09.2022 0:10
Zaporizka oblast;;;oblast;17.09.2022 23:52;18.09.2022 0:12
Poltavska oblast;;;oblast;17.09.2022 23:53;18.09.2022 0:09
Donetska oblast;;;oblast;17.09.2022 23:54;18.09.2022 0:09
Sumska oblast;;;oblast;17.09.2022 23:56;18.09.2022 0:11
Mykolaivska oblast;;;oblast;18.09.2022 0:07;18.09.2022 1:18
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;18.09.2022 0:13;18.09.2022 1:16
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;18.09.2022 0:15;18.09.2022 1:11
Dnipropetrovska oblast;;;oblast;18.09.2022 4:20;18.09.2022 4:57
Kharkivska oblast;;;oblast;18.09.2022 4:20;18.09.2022 4:56
Chernihivska oblast;;;oblast;18.09.2022 10:45;18.09.2022 11:30
Dnipropetrovska oblast;;;oblast;18.09.2022 11:02;18.09.2022 11:18
Zaporizka oblast;;;oblast;18.09.2022 11:02;18.09.2022 11:18
Donetska oblast;;;oblast;18.09.2022 12:24;18.09.2022 12:48
Kharkivska oblast;;;oblast;18.09.2022 12:24;18.09.2022 13:13
Khersonska oblast;;;oblast;18.09.2022 12:29;18.09.2022 13:01
Mykolaivska oblast;;;oblast;18.09.2022 12:31;18.09.2022 13:05
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;18.09.2022 12:34;18.09.2022 13:08
Chernihivska oblast;;;oblast;18.09.2022 12:54;18.09.2022 13:02
Sumska oblast;;;oblast;18.09.2022 12:56;18.09.2022 13:41
Mykolaivska oblast;;;oblast;18.09.2022 15:29;18.09.2022 16:05
Khersonska oblast;;;oblast;18.09.2022 15:29;18.09.2022 16:04
Dnipropetrovska oblast;;;oblast;18.09.2022 15:29;18.09.2022 16:03
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;18.09.2022 15:30;18.09.2022 16:14
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;18.09.2022 15:31;18.09.2022 16:07
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;18.09.2022 15:43;18.09.2022 18:03
Kharkivska oblast;;;oblast;18.09.2022 16:02;18.09.2022 16:15
Donetska oblast;;;oblast;18.09.2022 17:11;18.09.2022 17:53
Dnipropetrovska oblast;;;oblast;18.09.2022 17:21;18.09.2022 17:52
Kharkivska oblast;;;oblast;18.09.2022 17:21;18.09.2022 17:52
Cherkaska oblast;;;oblast;18.09.2022 17:21;18.09.2022 17:53
Poltavska oblast;;;oblast;18.09.2022 17:21;18.09.2022 17:54
Kirovohradska oblast;;;oblast;18.09.2022 17:22;18.09.2022 17:54
Chernihivska oblast;;;oblast;18.09.2022 17:22;18.09.2022 17:54
Sumska oblast;;;oblast;18.09.2022 17:24;18.09.2022 17:56
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;18.09.2022 22:46;19.09.2022 7:00
Dnipropetrovska oblast;;;oblast;18.09.2022 23:19;18.09.2022 23:35
Zaporizka oblast;;;oblast;18.09.2022 23:20;18.09.2022 23:35
Mykolaivska oblast;;;oblast;19.09.2022 0:12;19.09.2022 0:45
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;19.09.2022 0:14;19.09.2022 0:54
Mykolaivska oblast;;;oblast;19.09.2022 1:16;19.09.2022 2:09
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;19.09.2022 1:20;19.09.2022 2:10
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;19.09.2022 1:23;19.09.2022 2:06
Odeska oblast;;;oblast;19.09.2022 1:26;19.09.2022 2:05
Zaporizka oblast;;;oblast;19.09.2022 2:47;19.09.2022 3:24
Dnipropetrovska oblast;;;oblast;19.09.2022 2:49;19.09.2022 3:23
Donetska oblast;;;oblast;19.09.2022 2:58;19.09.2022 3:25
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;19.09.2022 3:20;19.09.2022 5:46
Mykolaivska oblast;;;oblast;19.09.2022 4:47;19.09.2022 5:31
Khersonska oblast;;;oblast;19.09.2022 4:47;19.09.2022 5:22
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;19.09.2022 4:50;19.09.2022 5:28
Zaporizka oblast;Zaporizkyi raion;m. Zaporizhzhia ta Zaporizka terytorialna hromada;hromada;19.09.2022 6:24;19.09.2022 7:00
Zaporizka oblast;;;oblast;19.09.2022 6:25;19.09.2022 6:25
Dnipropetrovska oblast;;;oblast;19.09.2022 6:25;19.09.2022 6:58
Zaporizka oblast;;;oblast;19.09.2022 6:25;19.09.2022 6:58
Donetska oblast;;;oblast;19.09.2022 9:19;19.09.2022 10:07
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;19.09.2022 10:23;19.09.2022 10:26
Zaporizka oblast;Polohivskyi raion;Orikhivska terytorialna hromada;hromada;19.09.2022 10:34;19.09.2022 18:23
Donetska oblast;;;oblast;19.09.2022 12:12;19.09.2022 13:01
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;19.09.2022 12:26;19.09.2022 16:16
Dnipropetrovska oblast;;;oblast;19.09.2022 14:14;19.09.2022 14:29
Kharkivska oblast;;;oblast;19.09.2022 17:22;19.09.2022 17:54
Donetska oblast;;;oblast;19.09.2022 17:23;19.09.2022 17:50
Dnipropetrovska oblast;;;oblast;19.09.2022 17:54;19.09.2022 18:21
Zaporizka oblast;;;oblast;19.09.2022 17:54;19.09.2022 18:23
Kirovohradska oblast;;;oblast;19.09.2022 17:55;19.09.2022 18:22
Mykolaivska oblast;;;oblast;19.09.2022 17:55;19.09.2022 18:23
Khersonska oblast;;;oblast;19.09.2022 17:55;19.09.2022 18:22
Donetska oblast;;;oblast;19.09.2022 17:56;19.09.2022 18:23
Kharkivska oblast;;;oblast;19.09.2022 17:56;19.09.2022 18:24
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;19.09.2022 17:58;19.09.2022 18:26
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;19.09.2022 18:00;19.09.2022 18:37
Mykolaivska oblast;;;oblast;19.09.2022 21:45;19.09.2022 22:11
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;19.09.2022 21:48;19.09.2022 22:13
Donetska oblast;;;oblast;19.09.2022 21:51;19.09.2022 22:22
Kharkivska oblast;;;oblast;19.09.2022 21:52;19.09.2022 22:23
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;19.09.2022 22:31;20.09.2022 7:20
Kharkivska oblast;;;oblast;20.09.2022 0:12;20.09.2022 2:56
Dnipropetrovska oblast;;;oblast;20.09.2022 1:38;20.09.2022 2:55
Zaporizka oblast;;;oblast;20.09.2022 1:42;20.09.2022 2:56
Donetska oblast;;;oblast;20.09.2022 2:02;20.09.2022 2:49
Mykolaivska oblast;;;oblast;20.09.2022 3:04;20.09.2022 3:12
Donetska oblast;;;oblast;20.09.2022 4:48;20.09.2022 5:54
Kharkivska oblast;;;oblast;20.09.2022 5:56;20.09.2022 6:16
Dnipropetrovska oblast;;;oblast;20.09.2022 5:57;20.09.2022 6:15
Poltavska oblast;;;oblast;20.09.2022 5:57;20.09.2022 6:16
Zaporizka oblast;;;oblast;20.09.2022 5:58;20.09.2022 6:17
Donetska oblast;;;oblast;20.09.2022 6:00;20.09.2022 6:18
Kyiv;;;oblast;20.09.2022 6:00;20.09.2022 6:14
Sumska oblast;;;oblast;20.09.2022 6:00;20.09.2022 6:30
Cherkaska oblast;;;oblast;20.09.2022 6:01;20.09.2022 6:16
Zhytomyrska oblast;;;oblast;20.09.2022 6:02;20.09.2022 6:16
Kirovohradska oblast;;;oblast;20.09.2022 6:02;20.09.2022 6:16
Chernihivska oblast;;;oblast;20.09.2022 6:02;20.09.2022 6:15
Kyivska oblast;;;oblast;20.09.2022 6:02;20.09.2022 6:19
Vinnytska oblast;;;oblast;20.09.2022 6:02;20.09.2022 6:17
Dnipropetrovska oblast;;;oblast;20.09.2022 9:20;20.09.2022 9:46
Kirovohradska oblast;;;oblast;20.09.2022 9:20;20.09.2022 9:47
Poltavska oblast;;;oblast;20.09.2022 9:20;20.09.2022 9:47
Kharkivska oblast;;;oblast;20.09.2022 9:21;20.09.2022 9:46
Donetska oblast;;;oblast;20.09.2022 9:21;20.09.2022 9:47
Sumska oblast;;;oblast;20.09.2022 9:23;20.09.2022 9:49
Mykolaivska oblast;;;oblast;20.09.2022 10:20;20.09.2022 10:31
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;20.09.2022 10:23;20.09.2022 10:34
Donetska oblast;;;oblast;20.09.2022 11:05;20.09.2022 11:40
Poltavska oblast;;;oblast;20.09.2022 11:05;20.09.2022 12:08
Kharkivska oblast;;;oblast;20.09.2022 11:06;20.09.2022 12:07
Dnipropetrovska oblast;;;oblast;20.09.2022 11:06;20.09.2022 12:08
Sumska oblast;;;oblast;20.09.2022 11:07;20.09.2022 11:44
Cherkaska oblast;;;oblast;20.09.2022 11:08;20.09.2022 11:41
Khersonska oblast;;;oblast;20.09.2022 11:17;20.09.2022 11:40
Zaporizka oblast;;;oblast;20.09.2022 11:17;20.09.2022 12:07
Mykolaivska oblast;;;oblast;20.09.2022 11:18;20.09.2022 11:43
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;20.09.2022 11:20;20.09.2022 11:51
Kharkivska oblast;;;oblast;20.09.2022 15:39;20.09.2022 16:01
Kharkivska oblast;;;oblast;20.09.2022 18:58;20.09.2022 19:18
Zaporizka oblast;Zaporizkyi raion;m. Zaporizhzhia ta Zaporizka terytorialna hromada;hromada;20.09.2022 20:04;20.09.2022 20:39
Zaporizka oblast;;;oblast;20.09.2022 20:06;20.09.2022 20:36
Dnipropetrovska oblast;;;oblast;20.09.2022 20:11;20.09.2022 20:33
Dnipropetrovska oblast;;;oblast;20.09.2022 21:59;20.09.2022 22:11
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;20.09.2022 22:57;21.09.2022 8:34
Donetska oblast;;;oblast;20.09.2022 23:57;21.09.2022 0:23
Zaporizka oblast;Zaporizkyi raion;m. Zaporizhzhia ta Zaporizka terytorialna hromada;hromada;21.09.2022 0:14;21.09.2022 0:35
Zaporizka oblast;;;oblast;21.09.2022 0:16;21.09.2022 0:34
Kharkivska oblast;;;oblast;21.09.2022 1:53;21.09.2022 3:04
Mykolaivska oblast;;;oblast;21.09.2022 4:05;21.09.2022 5:03
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;21.09.2022 4:12;21.09.2022 5:08
Kharkivska oblast;;;oblast;21.09.2022 4:19;21.09.2022 4:48
Donetska oblast;;;oblast;21.09.2022 4:22;21.09.2022 4:49
Dnipropetrovska oblast;;;oblast;21.09.2022 4:22;21.09.2022 4:47
Kharkivska oblast;;;oblast;21.09.2022 5:30;21.09.2022 6:04
Donetska oblast;;;oblast;21.09.2022 5:31;21.09.2022 9:20
Dnipropetrovska oblast;;;oblast;21.09.2022 5:32;21.09.2022 6:02
Kharkivska oblast;;;oblast;21.09.2022 9:11;21.09.2022 9:31
Zaporizka oblast;;;oblast;21.09.2022 10:16;21.09.2022 10:38
Dnipropetrovska oblast;;;oblast;21.09.2022 11:17;21.09.2022 11:46
Poltavska oblast;;;oblast;21.09.2022 11:17;21.09.2022 11:47
Kharkivska oblast;;;oblast;21.09.2022 11:17;21.09.2022 11:48
Mykolaivska oblast;;;oblast;21.09.2022 13:58;21.09.2022 15:05
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;21.09.2022 14:00;21.09.2022 15:01
Kirovohradska oblast;;;oblast;21.09.2022 14:03;21.09.2022 14:56
Cherkaska oblast;;;oblast;21.09.2022 14:03;21.09.2022 14:56
Donetska oblast;;;oblast;21.09.2022 14:04;21.09.2022 14:56
Zaporizka oblast;;;oblast;21.09.2022 14:05;21.09.2022 15:17
Dnipropetrovska oblast;;;oblast;21.09.2022 14:05;21.09.2022 15:15
Poltavska oblast;;;oblast;21.09.2022 14:06;21.09.2022 15:18
Kharkivska oblast;;;oblast;21.09.2022 14:09;21.09.2022 15:16
Sumska oblast;;;oblast;21.09.2022 14:11;21.09.2022 15:19
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;21.09.2022 14:12;21.09.2022 15:00
Kharkivska oblast;Kharkivskyi raion;m. Kharkiv ta Kharkivska terytorialna hromada;hromada;21.09.2022 14:27;21.09.2022 15:16
Mykolaivska oblast;;;oblast;21.09.2022 16:43;21.09.2022 17:28
Dnipropetrovska oblast;;;oblast;21.09.2022 16:43;21.09.2022 17:17
Zaporizka oblast;;;oblast;21.09.2022 16:43;21.09.2022 17:18
Poltavska oblast;;;oblast;21.09.2022 16:43;21.09.2022 17:18
Donetska oblast;;;oblast;21.09.2022 16:44;21.09.2022 17:19
Sumska oblast;;;oblast;21.09.2022 16:44;21.09.2022 17:21
Kharkivska oblast;;;oblast;21.09.2022 16:45;21.09.2022 17:41
Kharkivska oblast;Chuhuivskyi raion;;raion;21.09.2022 17:21;21.09.2022 17:41
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;21.09.2022 18:19;21.09.2022 19:36
Kharkivska oblast;;;oblast;21.09.2022 18:22;21.09.2022 18:43
Poltavska oblast;;;oblast;21.09.2022 20:47;21.09.2022 21:13
Dnipropetrovska oblast;;;oblast;21.09.2022 20:47;21.09.2022 21:14
Kharkivska oblast;;;oblast;21.09.2022 20:48;21.09.2022 21:13
Sumska oblast;;;oblast;21.09.2022 20:48;21.09.2022 21:16
Donetska oblast;;;oblast;21.09.2022 20:49;21.09.2022 21:16
Kharkivska oblast;;;oblast;21.09.2022 22:08;21.09.2022 22:49
Kharkivska oblast;Kharkivskyi raion;m. Kharkiv ta Kharkivska terytorialna hromada;hromada;21.09.2022 22:20;21.09.2022 22:49
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;21.09.2022 22:34;22.09.2022 7:36
Zaporizka oblast;;;oblast;21.09.2022 23:34;22.09.2022 0:02
Dnipropetrovska oblast;;;oblast;21.09.2022 23:35;22.09.2022 0:01
Khersonska oblast;;;oblast;21.09.2022 23:35;22.09.2022 0:02
Donetska oblast;;;oblast;21.09.2022 23:49;22.09.2022 0:21
Mykolaivska oblast;;;oblast;22.09.2022 1:15;22.09.2022 2:30
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;22.09.2022 1:19;22.09.2022 2:25
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;22.09.2022 1:19;22.09.2022 2:22
Kirovohradska oblast;;;oblast;22.09.2022 1:24;22.09.2022 2:16
Odeska oblast;;;oblast;22.09.2022 1:26;22.09.2022 2:17
Khersonska oblast;;;oblast;22.09.2022 1:31;22.09.2022 2:16
Poltavska oblast;;;oblast;22.09.2022 1:50;22.09.2022 2:32
Dnipropetrovska oblast;;;oblast;22.09.2022 1:50;22.09.2022 2:32
Kharkivska oblast;;;oblast;22.09.2022 1:51;22.09.2022 2:51
Sumska oblast;;;oblast;22.09.2022 1:55;22.09.2022 2:35
Zaporizka oblast;;;oblast;22.09.2022 6:54;22.09.2022 7:53
Zaporizka oblast;;;oblast;22.09.2022 8:21;22.09.2022 8:58
Dnipropetrovska oblast;;;oblast;22.09.2022 8:23;22.09.2022 8:55
Cherkaska oblast;;;oblast;22.09.2022 8:26;22.09.2022 8:41
Kirovohradska oblast;;;oblast;22.09.2022 8:27;22.09.2022 8:41
Mykolaivska oblast;;;oblast;22.09.2022 8:30;22.09.2022 9:22
Poltavska oblast;;;oblast;22.09.2022 8:31;22.09.2022 8:56
Kharkivska oblast;;;oblast;22.09.2022 8:31;22.09.2022 8:56
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;22.09.2022 8:33;22.09.2022 9:24
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;22.09.2022 8:34;22.09.2022 9:14
Donetska oblast;;;oblast;22.09.2022 9:43;22.09.2022 10:04
Cherkaska oblast;;;oblast;22.09.2022 11:07;22.09.2022 11:37
Khersonska oblast;;;oblast;22.09.2022 11:07;22.09.2022 11:37
Dnipropetrovska oblast;;;oblast;22.09.2022 11:07;22.09.2022 11:36
Poltavska oblast;;;oblast;22.09.2022 11:07;22.09.2022 11:37
Mykolaivska oblast;;;oblast;22.09.2022 11:07;22.09.2022 11:38
Kirovohradska oblast;;;oblast;22.09.2022 11:08;22.09.2022 11:38
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;22.09.2022 11:09;22.09.2022 11:36
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;22.09.2022 11:10;22.09.2022 11:40
Dnipropetrovska oblast;;;oblast;22.09.2022 12:43;22.09.2022 13:15
Zaporizka oblast;;;oblast;22.09.2022 12:43;22.09.2022 13:15
Kyiv;;;oblast;22.09.2022 12:43;22.09.2022 13:13
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;22.09.2022 12:43;22.09.2022 13:22
Vinnytska oblast;;;oblast;22.09.2022 12:43;22.09.2022 13:15
Odeska oblast;;;oblast;22.09.2022 12:44;22.09.2022 13:15
Mykolaivska oblast;;;oblast;22.09.2022 12:44;22.09.2022 13:19
Donetska oblast;;;oblast;22.09.2022 12:44;22.09.2022 13:16
Kharkivska oblast;;;oblast;22.09.2022 12:45;22.09.2022 13:15
Khmelnytska oblast;;;oblast;22.09.2022 12:45;22.09.2022 13:15
Ivano-Frankivska oblast;;;oblast;22.09.2022 12:45;22.09.2022 13:16
Cherkaska oblast;;;oblast;22.09.2022 12:45;22.09.2022 13:17
Kirovohradska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:15
Poltavska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:15
Zhytomyrska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:15
Chernihivska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:16
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;22.09.2022 12:46;22.09.2022 13:17
Volynska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:16
Zakarpatska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:21
Kyivska oblast;;;oblast;22.09.2022 12:46;22.09.2022 13:15
Lvivska oblast;;;oblast;22.09.2022 12:47;22.09.2022 13:16
Khersonska oblast;;;oblast;22.09.2022 12:47;22.09.2022 13:16
Sumska oblast;;;oblast;22.09.2022 12:48;22.09.2022 13:21
Chernivetska oblast;;;oblast;22.09.2022 12:48;22.09.2022 13:19
Ternopilska oblast;;;oblast;22.09.2022 12:49;22.09.2022 13:21
Rivnenska oblast;;;oblast;22.09.2022 13:03;22.09.2022 13:17
Poltavska oblast;;;oblast;22.09.2022 14:57;22.09.2022 15:17
Kharkivska oblast;;;oblast;22.09.2022 14:58;22.09.2022 15:16
Chernihivska oblast;;;oblast;22.09.2022 14:58;22.09.2022 15:18
Sumska oblast;;;oblast;22.09.2022 14:59;22.09.2022 15:21
Dnipropetrovska oblast;;;oblast;22.09.2022 14:59;22.09.2022 15:16
Dnipropetrovska oblast;;;oblast;22.09.2022 17:35;22.09.2022 18:03
Khersonska oblast;;;oblast;22.09.2022 17:35;22.09.2022 18:04
Kirovohradska oblast;;;oblast;22.09.2022 17:35;22.09.2022 18:04
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;22.09.2022 17:35;22.09.2022 18:14
Mykolaivska oblast;;;oblast;22.09.2022 17:35;22.09.2022 18:05
Zaporizka oblast;;;oblast;22.09.2022 17:36;22.09.2022 18:03
Kharkivska oblast;;;oblast;22.09.2022 17:36;22.09.2022 18:03
Mykolaivska oblast;Pervomaiskyi raion;Kryvoozerska terytorialna hromada;hromada;22.09.2022 17:37;22.09.2022 18:09
